c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,38,18,144,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5501,OLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,37,31,90,2.9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5761,SOPETRAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,36,10,75,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5400,LA UNION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,35,31,244,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,34,3,11,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5792,TARSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,33,31,188,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,33,33,198,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5240,EBEJICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,33,3,5,2.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5044,ANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,30,2,15,7.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5059,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,30,6,18,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,30,25,200,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5113,BURITICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,29,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5138,CAÑASGORDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,29,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5543,PEQUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,29,25,38,1.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5036,ANGELOPOLIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,28,28,140,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,26,24,288,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,25,7,117,18.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5234,DABEIBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,21,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5306,GIRALDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,21,5,20,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5321,GUATAPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,21,21,133,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5887,YARUMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,20,15,78,5.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5147,CAREPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,20,8,80,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5347,HELICONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,19,16,48,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5656,SAN JERONIMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,19,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5861,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,17,17,77,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5649,SAN CARLOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,16,16,48,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,15,15,75,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5209,CONCORDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,15,8,120,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5483,NARIÑO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,15,14,99,7.1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5284,FRONTINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,14,9,53,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5086,BELMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,13,8,96,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5091,BETANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,13,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,13,8,48,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5129,CALDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,12,12,46,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5145,CARAMANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,10,5,50,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,10,7,21,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5308,GIRARDOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,9,7,39,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5079,BARBOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,8,5,11,2.1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5380,LA ESTRELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,7,5,35,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,6,5,25,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5206,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,5,5,15,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5809,TITIRIBI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,4,4,19,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5353,HISPANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2017,2017,3,3,19,6.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5847,URRAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,2490,1616,53328,33.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5756,SONSON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,2050,1350,20250,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5679,SANTA BARBARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,710,685,4110,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5541,PEÑOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,669,535,6420,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5607,RETIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,623,478,9560,20.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5674,SAN VICENTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,620,265,3180,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5002,ABEJORRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,556,476,9044,19.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5376,LA CEJA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,388,368,3007,8.18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5318,GUARNE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,372,291,2619,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5440,MARINILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,355,215,1609,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5368,JERICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,346,290,3190,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5837,TURBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,329,140,1400,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5697,SANTUARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,258,187,1122,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,200,165,1650,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5411,LIBORINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,182,150,465,3.1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,172,47,400,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5642,SALGAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,150,80,1040,13.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,135,95,1477,15.55,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5030,AMAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,134,129,1419,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5125,CAICEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,122,25,250,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5490,NECOCLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,116,98,1960,20.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5045,APARTADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,110,100,1500,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5664,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,105,63,625,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5093,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,104,54,540,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5467,MONTEBELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,99,42,336,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5854,VALDIVIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,98,77,347,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5364,JARDIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,96,78,936,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5628,SABANALARGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,95,84,215,2.55,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5789,TAMESIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,81,62,498,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5842,URAMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,70,40,200,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5055,ARGELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,62,49,490,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5107,BRICEÑO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,50,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5282,FREDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,50,49,294,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5004,ABRIAQUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,49,3,30,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5038,ANGOSTURA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,44,14,168,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5400,LA UNION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,41,31,244,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,40,18,144,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5543,PEQUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,39,25,50,2.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5501,OLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,37,36,108,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5761,SOPETRAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,36,10,75,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,35,33,198,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,35,3,11,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5792,TARSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,34,31,188,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5240,EBEJICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,33,3,5,2.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5113,BURITICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,32,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,32,7,117,18.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,31,26,203,7.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5044,ANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,30,2,15,7.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5059,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,30,27,81,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5138,CAÑASGORDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,29,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5036,ANGELOPOLIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,28,28,84,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,26,24,336,14.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5887,YARUMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,24,18,98,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5234,DABEIBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,21,21,210,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5306,GIRALDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,21,21,105,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5321,GUATAPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,21,21,133,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5147,CAREPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,20,8,80,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5347,HELICONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,19,16,48,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5656,SAN JERONIMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,19,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5649,SAN CARLOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,18,16,48,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5861,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,17,17,85,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,16,16,81,5.07,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5209,CONCORDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,15,15,225,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5308,GIRARDOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,15,7,49,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5483,NARIÑO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,15,14,99,7.1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,15,10,30,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5086,BELMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,14,9,105,12.18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5284,FRONTINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,14,9,53,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5091,BETANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,13,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,13,8,56,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5079,BARBOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,12,8,41,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5129,CALDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,12,12,46,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5145,CARAMANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,10,5,50,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5380,LA ESTRELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,7,5,35,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,6,5,25,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5206,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,5,5,15,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5809,TITIRIBI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,4,4,19,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5353,HISPANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2018,2018,3,3,19,6.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
